TimeStamp_C,,,,,Value_N,Value_45,Value_60,Value_30
01:13.7,,,,,7.87978,8.61707,8.93964,8.47484
01:13.8,,,,,7.90282,8.61707,8.9166,8.42876
01:13.9,,,,,7.8337,8.68619,8.89356,8.47484
01:14.0,,,,,7.8337,8.59403,8.96268,8.42876
01:14.1,,,,,7.85674,8.66315,8.93964,8.49788
01:14.2,,,,,7.8337,8.59403,8.96268,8.567
01:14.3,,,,,7.87978,8.59403,8.93964,8.567
01:14.4,,,,,7.87978,8.61707,8.93964,8.47484
01:14.5,,,,,7.87978,8.61707,8.98572,8.52092
01:14.6,,,,,7.85674,8.59403,8.9166,8.42876
01:14.7,,,,,7.90282,8.66315,8.9166,8.4518
01:14.8,,,,,7.87978,8.66315,8.93964,8.47484
01:14.9,,,,,7.90282,8.59403,9.00876,8.42876
01:15.0,,,,,7.92586,8.61707,8.89356,8.40572
01:15.1,,,,,7.8337,8.64011,8.89356,8.52092
01:15.2,,,,,7.92586,8.68619,8.9166,8.42876
01:15.3,,,,,7.90282,8.57099,8.93964,8.47484
01:15.4,,,,,7.87978,8.61707,8.9166,8.42876
01:15.5,,,,,7.90282,8.61707,8.93964,8.49788
01:15.6,,,,,7.87978,8.66315,8.9166,8.40572
01:15.7,,,,,7.92586,8.59403,8.93964,8.49788
01:15.8,,,,,7.92586,8.61707,8.89356,8.47484
01:15.9,,,,,7.90282,8.61707,8.96268,8.42876
01:16.0,,,,,7.90282,8.64011,8.93964,8.42876
01:16.1,,,,,7.92586,8.66315,8.93964,8.47484
01:16.2,,,,,7.87978,8.64011,8.9166,8.49788
01:16.3,,,,,7.87978,8.61707,8.96268,8.49788
01:16.4,,,,,7.92586,8.66315,9.00876,8.42876
01:16.5,,,,,7.92586,8.61707,8.96268,8.52092
01:16.6,,,,,7.87978,8.66315,8.9166,8.40572
01:16.7,,,,,7.81066,8.61707,8.96268,8.4518
01:16.8,,,,,7.97194,8.66315,8.9166,8.49788
01:16.9,,,,,7.85674,8.64011,8.96268,8.49788
01:17.0,,,,,7.87978,8.59403,8.89356,8.52092
01:17.1,,,,,7.97194,8.59403,8.9166,8.47484
01:17.2,,,,,7.9489,8.61707,8.93964,8.54396
01:17.3,,,,,7.97194,8.70923,8.9166,8.40572
01:17.4,,,,,7.99498,8.64011,8.96268,8.47484
01:17.5,,,,,7.87978,8.64011,8.89356,8.49788
01:17.6,,,,,7.9489,8.59403,9.00876,8.42876
01:17.7,,,,,7.90282,8.68619,8.93964,8.42876
01:17.8,,,,,7.92586,8.59403,8.96268,8.4518
01:17.9,,,,,7.90282,8.64011,8.98572,8.40572
01:18.0,,,,,7.92586,8.61707,8.9166,8.4518
01:18.1,,,,,7.85674,8.66315,8.93964,8.47484
01:18.2,,,,,7.85674,8.61707,8.96268,8.47484
01:18.3,,,,,7.87978,8.59403,8.96268,8.40572
01:18.4,,,,,7.85674,8.61707,8.93964,8.4518
01:18.5,,,,,7.97194,8.61707,8.89356,8.54396
01:18.6,,,,,7.87978,8.68619,9.0318,8.4518
01:18.7,,,,,7.97194,8.59403,8.87052,8.4518
01:18.8,,,,,7.99498,8.61707,8.93964,8.4518
01:18.9,,,,,7.90282,8.64011,8.9166,8.49788
01:19.0,,,,,7.90282,8.66315,8.93964,8.4518
01:19.1,,,,,7.90282,8.59403,9.00876,8.40572
01:19.2,,,,,7.92586,8.61707,8.93964,8.49788
01:19.3,,,,,7.90282,8.64011,8.93964,8.42876
01:19.4,,,,,7.87978,8.64011,8.93964,8.42876
01:19.5,,,,,7.90282,8.59403,8.98572,8.42876
01:19.6,,,,,7.85674,8.61707,8.84747,8.42876
01:19.7,,,,,7.8337,8.64011,8.93964,8.4518
01:19.8,,,,,7.8337,8.66315,8.9166,8.42876
01:19.9,,,,,7.97194,8.64011,8.93964,8.47484
01:20.0,,,,,7.85674,8.68619,8.9166,8.47484
01:20.1,,,,,7.90282,8.64011,8.98572,8.49788
01:20.2,,,,,7.85674,8.61707,8.9166,8.49788
01:20.3,,,,,7.8337,8.61707,8.89356,8.54396
01:20.4,,,,,7.90282,8.61707,8.89356,8.47484
01:20.5,,,,,7.85674,8.59403,8.9166,8.54396
01:20.6,,,,,7.87978,8.61707,8.89356,8.40572
01:20.7,,,,,7.97194,8.64011,8.87052,8.42876
01:20.8,,,,,7.97194,8.61707,8.9166,8.49788
01:20.9,,,,,7.9489,8.66315,8.98572,8.567
01:21.0,,,,,7.92586,8.61707,8.96268,8.567
01:21.1,,,,,7.87978,8.68619,8.89356,8.567
01:21.2,,,,,7.90282,8.70923,8.9166,8.567
01:21.3,,,,,7.87978,8.59403,8.89356,8.52092
01:21.4,,,,,7.8337,8.64011,8.89356,8.4518
01:21.5,,,,,7.92586,8.59403,8.89356,8.49788
01:21.6,,,,,7.90282,8.66315,8.87052,8.49788
01:21.7,,,,,7.85674,8.59403,8.80139,8.42876
01:21.8,,,,,7.9489,8.59403,8.84747,8.49788
01:21.9,,,,,7.87978,8.61707,8.89356,8.42876
01:22.0,,,,,7.92586,8.61707,8.87052,8.42876
01:22.1,,,,,7.87978,8.64011,8.82443,8.52092
01:22.2,,,,,7.85674,8.64011,8.93964,8.47484
01:22.3,,,,,7.85674,8.59403,8.80139,8.47484
01:22.4,,,,,7.8337,8.61707,8.87052,8.42876
01:22.5,,,,,7.9489,8.61707,8.89356,8.42876
01:22.6,,,,,7.85674,8.59403,8.82443,8.4518
01:22.7,,,,,7.78762,8.59403,8.84747,8.47484
01:22.8,,,,,7.87978,8.57099,8.87052,8.47484
01:22.9,,,,,7.85674,8.66315,8.82443,8.4518
01:23.0,,,,,7.90282,8.61707,8.80139,8.4518
01:23.1,,,,,7.90282,8.61707,8.84747,8.4518
01:23.2,,,,,7.85674,8.61707,8.80139,8.40572
01:23.3,,,,,7.87978,8.64011,8.80139,8.4518
01:23.4,,,,,7.87978,8.64011,8.87052,8.40572
01:23.5,,,,,7.90282,8.59403,8.77835,8.4518
01:23.6,,,,,7.87978,8.61707,8.80139,8.40572
01:23.7,,,,,7.87978,8.59403,8.82443,8.4518
01:23.8,,,,,7.87978,8.66315,8.87052,8.4518
01:23.9,,,,,7.90282,8.59403,8.80139,8.4518
01:24.0,,,,,7.90282,8.59403,8.82443,8.567
01:24.1,,,,,7.9489,8.61707,8.80139,8.47484
01:24.2,,,,,7.90282,8.66315,8.87052,8.4518
01:24.3,,,,,7.85674,8.59403,8.82443,8.4518
01:24.4,,,,,7.8337,8.68619,8.80139,8.35964
01:24.5,,,,,7.81066,8.57099,8.84747,8.52092
01:24.6,,,,,7.92586,8.66315,8.84747,8.4518
01:24.7,,,,,7.90282,8.59403,8.80139,8.49788
01:24.8,,,,,7.90282,8.64011,8.77835,8.42876
01:24.9,,,,,7.85674,8.59403,8.77835,8.4518
01:25.0,,,,,7.81066,8.59403,8.82443,8.4518
01:25.1,,,,,7.81066,8.64011,8.77835,8.4518
01:25.2,,,,,7.85674,8.64011,8.82443,8.47484
01:25.3,,,,,7.85674,8.61707,8.75531,8.47484
01:25.4,,,,,7.81066,8.59403,8.87052,8.47484
01:25.5,,,,,7.90282,8.64011,8.82443,8.54396
01:25.6,,,,,7.85674,8.64011,8.77835,8.52092
01:25.7,,,,,7.90282,8.61707,8.84747,8.38268
01:25.8,,,,,7.87978,8.64011,8.84747,8.4518
01:25.9,,,,,7.85674,8.61707,8.80139,8.42876
01:26.0,,,,,7.85674,8.66315,8.9166,8.42876
01:26.1,,,,,7.87978,8.59403,8.82443,8.52092
01:26.2,,,,,7.85674,8.61707,8.80139,8.47484
01:26.3,,,,,7.8337,8.68619,8.80139,8.47484
01:26.4,,,,,7.92586,8.64011,8.82443,8.42876
01:26.5,,,,,7.8337,8.57099,8.80139,8.4518
01:26.6,,,,,7.92586,8.57099,8.77835,8.4518
01:26.7,,,,,7.85674,8.64011,8.89356,8.4518
01:26.8,,,,,7.90282,8.61707,8.84747,8.47484
01:26.9,,,,,7.87978,8.57099,8.82443,8.38268
01:27.0,,,,,7.87978,8.61707,8.82443,8.49788
01:27.1,,,,,7.8337,8.61707,8.77835,8.38268
01:27.2,,,,,7.85674,8.66315,8.82443,8.42876
01:27.3,,,,,7.85674,8.61707,8.82443,8.49788
01:27.4,,,,,7.90282,8.59403,8.77835,8.42876
01:27.5,,,,,7.85674,8.59403,8.84747,8.40572
01:27.6,,,,,7.87978,8.64011,8.80139,8.38268
01:27.7,,,,,7.85674,8.64011,8.77835,8.4518
01:27.8,,,,,7.85674,8.57099,8.84747,8.47484
01:27.9,,,,,7.9489,8.64011,8.82443,8.42876
01:28.0,,,,,7.8337,8.59403,8.80139,8.52092
01:28.1,,,,,7.87978,8.68619,8.82443,8.4518
01:28.2,,,,,7.8337,8.57099,8.77835,8.42876
01:28.3,,,,,7.87978,8.64011,8.82443,8.42876
01:28.4,,,,,7.8337,8.59403,8.84747,8.4518
01:28.5,,,,,7.85674,8.64011,8.84747,8.49788
01:28.6,,,,,7.9489,8.64011,8.77835,8.4518
01:28.7,,,,,7.87978,8.59403,8.84747,8.47484
01:28.8,,,,,7.90282,8.61707,8.80139,8.47484
01:28.9,,,,,7.8337,8.61707,8.84747,8.47484
01:29.0,,,,,7.87978,8.66315,8.87052,8.49788
01:29.1,,,,,7.87978,8.66315,8.77835,8.47484
01:29.2,,,,,7.85674,8.64011,8.84747,8.52092
01:29.3,,,,,7.87978,8.59403,8.80139,8.61308
01:29.4,,,,,7.87978,8.59403,8.84747,8.54396
01:29.5,,,,,7.87978,8.64011,8.84747,8.61308
01:29.6,,,,,7.92586,8.57099,8.84747,8.54396
01:29.7,,,,,7.90282,8.64011,8.82443,8.54396
01:29.8,,,,,7.87978,8.66315,8.80139,8.54396
01:29.9,,,,,7.90282,8.68619,8.89356,8.47484
01:30.0,,,,,7.87978,8.59403,8.77835,8.42876
01:30.1,,,,,7.8337,8.61707,8.93964,8.4518
01:30.2,,,,,7.87978,8.64011,8.89356,8.47484
01:30.3,,,,,7.85674,8.61707,8.89356,8.4518
01:30.4,,,,,7.8337,8.59403,8.89356,8.49788
01:30.5,,,,,7.8337,8.66315,8.84747,8.38268
01:30.6,,,,,7.85674,8.64011,8.9166,8.4518
01:30.7,,,,,7.9489,8.64011,8.89356,8.42876
01:30.8,,,,,7.90282,8.61707,8.9166,8.4518
01:30.9,,,,,7.81066,8.61707,8.82443,8.4518
01:31.0,,,,,7.8337,8.59403,8.89356,8.4518
01:31.1,,,,,7.87978,8.66315,8.82443,8.4518
01:31.2,,,,,7.90282,8.61707,8.87052,8.42876
01:31.3,,,,,7.90282,8.61707,8.84747,8.4518
01:31.4,,,,,7.92586,8.61707,8.87052,8.49788
01:31.5,,,,,7.8337,8.64011,8.89356,8.47484
01:31.6,,,,,7.8337,8.64011,8.89356,8.40572
01:31.7,,,,,7.8337,8.57099,8.84747,8.52092
01:31.8,,,,,7.92586,8.61707,8.93964,8.42876
01:31.9,,,,,7.87978,8.61707,8.84747,8.42876
01:32.0,,,,,7.87978,8.68619,8.9166,8.49788
01:32.1,,,,,7.87978,8.66315,8.96268,8.42876
01:32.2,,,,,7.87978,8.59403,8.84747,8.47484
01:32.3,,,,,7.85674,8.61707,8.84747,8.42876
01:32.4,,,,,7.81066,8.66315,8.87052,8.4518
01:32.5,,,,,7.87978,8.66315,8.93964,8.54396
01:32.6,,,,,7.81066,8.59403,8.82443,8.4518
01:32.7,,,,,7.8337,8.59403,8.87052,8.4518
01:32.8,,,,,7.87978,8.64011,8.89356,8.4518
01:32.9,,,,,7.8337,8.64011,8.82443,8.4518
01:33.0,,,,,7.85674,8.61707,8.87052,8.49788
01:33.1,,,,,7.92586,8.61707,8.87052,8.49788
01:33.2,,,,,7.85674,8.66315,8.9166,8.4518
01:33.3,,,,,7.8337,8.64011,8.93964,8.4518
01:33.4,,,,,7.90282,8.66315,8.9166,8.40572
01:33.5,,,,,7.90282,8.59403,8.89356,8.49788
01:33.6,,,,,7.8337,8.61707,8.87052,8.4518
01:33.7,,,,,7.87978,8.54795,8.84747,8.42876
01:33.8,,,,,7.8337,8.61707,8.89356,8.52092
01:33.9,,,,,7.87978,8.57099,8.82443,8.40572
01:34.0,,,,,7.8337,8.66315,8.89356,8.47484
01:34.1,,,,,7.87978,8.59403,8.87052,8.4518
01:34.2,,,,,7.85674,8.68619,8.84747,8.42876
01:34.3,,,,,7.87978,8.70923,8.89356,8.47484
01:34.4,,,,,7.81066,8.66315,8.82443,8.42876
01:34.5,,,,,7.85674,8.59403,8.84747,8.42876
01:34.6,,,,,7.8337,8.61707,8.84747,8.42876
01:34.7,,,,,7.85674,8.64011,8.87052,8.4518
01:34.8,,,,,7.81066,8.57099,8.87052,8.47484
01:34.9,,,,,7.81066,8.68619,8.84747,8.49788
01:35.0,,,,,7.81066,8.61707,8.96268,8.4518
01:35.1,,,,,7.8337,8.64011,8.89356,8.40572
01:35.2,,,,,7.85674,8.57099,8.87052,8.47484
01:35.3,,,,,7.85674,8.61707,8.87052,8.42876
01:35.4,,,,,7.87978,8.57099,8.93964,8.49788
01:35.5,,,,,7.81066,8.66315,8.93964,8.42876
01:35.6,,,,,7.92586,8.59403,8.96268,8.4518
01:35.7,,,,,7.85674,8.57099,8.89356,8.47484
01:35.8,,,,,7.85674,8.64011,8.96268,8.4518
01:35.9,,,,,7.90282,8.66315,8.9166,8.42876
01:36.0,,,,,7.9489,8.57099,8.96268,8.42876
01:36.1,,,,,7.87978,8.64011,8.93964,8.4518
01:36.2,,,,,7.92586,8.61707,8.89356,8.49788
01:36.3,,,,,7.92586,8.66315,8.9166,8.42876
01:36.4,,,,,7.92586,8.64011,8.9166,8.40572
01:36.5,,,,,7.8337,8.57099,8.93964,8.40572
01:36.6,,,,,7.87978,8.61707,8.87052,8.4518
01:36.7,,,,,7.87978,8.61707,8.96268,8.4518
01:36.8,,,,,7.81066,8.64011,8.93964,8.40572
01:36.9,,,,,7.85674,8.59403,8.89356,8.4518
01:37.0,,,,,7.90282,8.64011,8.93964,8.40572
01:37.1,,,,,7.87978,8.59403,8.87052,8.4518
01:37.2,,,,,7.85674,8.59403,8.96268,8.42876
01:37.3,,,,,7.85674,8.64011,8.93964,8.54396
01:37.4,,,,,7.87978,8.59403,8.93964,8.49788
01:37.5,,,,,7.81066,8.64011,8.96268,8.49788
01:37.6,,,,,7.90282,8.59403,8.96268,8.49788
01:37.7,,,,,7.90282,8.61707,8.89356,8.38268
01:37.8,,,,,7.85674,8.59403,8.93964,8.47484
01:37.9,,,,,7.87978,8.64011,8.96268,8.49788
01:38.0,,,,,7.90282,8.61707,8.89356,8.42876
01:38.1,,,,,7.8337,8.66315,8.93964,8.49788
01:38.2,,,,,7.90282,8.61707,8.9166,8.42876
01:38.3,,,,,7.85674,8.64011,8.93964,8.49788
01:38.4,,,,,7.90282,8.59403,8.93964,8.38268
01:38.5,,,,,7.85674,8.64011,8.9166,8.49788
01:38.6,,,,,7.85674,8.66315,8.98572,8.47484
01:38.7,,,,,7.85674,8.59403,8.96268,8.42876
01:38.8,,,,,7.9489,8.66315,8.96268,8.47484
01:38.9,,,,,7.8337,8.57099,8.89356,8.54396
01:39.0,,,,,7.85674,8.59403,8.9166,8.52092
01:39.1,,,,,7.90282,8.57099,8.98572,8.49788
01:39.2,,,,,7.78762,8.61707,8.98572,8.54396
01:39.3,,,,,7.85674,8.59403,8.93964,8.42876
01:39.4,,,,,7.85674,8.57099,8.96268,8.42876
01:39.5,,,,,7.81066,8.64011,8.9166,8.47484
01:39.6,,,,,7.87978,8.57099,8.96268,8.4518
01:39.7,,,,,7.87978,8.64011,9.00876,8.4518
01:39.8,,,,,7.90282,8.61707,8.9166,8.40572
01:39.9,,,,,7.85674,8.61707,8.98572,8.4518
01:40.0,,,,,7.85674,8.59403,8.98572,8.42876
01:40.1,,,,,7.85674,8.61707,8.93964,8.42876
01:40.2,,,,,7.8337,8.57099,8.93964,8.52092
01:40.3,,,,,7.87978,8.61707,8.9166,8.40572
01:40.4,,,,,7.87978,8.59403,8.9166,8.42876
01:40.5,,,,,7.8337,8.64011,8.9166,8.40572
01:40.6,,,,,7.87978,8.61707,9.00876,8.4518
01:40.7,,,,,7.87978,8.61707,8.89356,8.4518
01:40.8,,,,,7.90282,8.64011,8.89356,8.42876
01:40.9,,,,,7.90282,8.59403,8.9166,8.47484
01:41.0,,,,,7.90282,8.66315,8.98572,8.38268
01:41.1,,,,,7.92586,8.57099,8.89356,8.42876
01:41.2,,,,,7.92586,8.64011,8.93964,8.4518
01:41.3,,,,,7.90282,8.57099,8.96268,8.4518
01:41.4,,,,,7.85674,8.59403,8.93964,8.54396
01:41.5,,,,,7.87978,8.66315,8.96268,8.42876
01:41.6,,,,,7.85674,8.61707,8.96268,8.49788
01:41.7,,,,,7.8337,8.61707,8.9166,8.38268
01:41.8,,,,,7.87978,8.64011,8.96268,8.47484
01:41.9,,,,,7.90282,8.61707,8.96268,8.40572
01:42.0,,,,,7.85674,8.59403,8.87052,8.4518
01:42.1,,,,,7.87978,8.68619,8.9166,8.4518
01:42.2,,,,,7.85674,8.54795,8.89356,8.47484
01:42.3,,,,,0.28826,8.61707,8.98572,8.52092
01:42.4,,,,,0,8.61707,8.93964,8.52092
01:42.5,,,,,0,8.59403,8.9166,8.4518
01:42.6,,,,,0,8.59403,8.9166,8.52092
01:42.7,,,,,0,8.57099,8.9166,8.49788
01:42.8,,,,,0,8.59403,8.98572,8.40572
01:42.9,,,,,0,8.59403,8.9166,8.49788
01:43.0,,,,,0,8.61707,8.93964,8.42876
01:43.1,,,,,0.01744,8.64011,8.93964,8.49788
01:43.2,,,,,0,8.57099,8.96268,8.47484
01:43.3,,,,,0,8.59403,8.96268,8.49788
01:43.4,,,,,,8.66315,8.96268,8.49788
01:43.5,,,,,,8.59403,8.9166,8.4518
01:43.6,,,,,,8.66315,8.96268,8.42876
01:43.7,,,,,,8.57099,8.98572,8.4518
01:43.8,,,,,,8.61707,8.9166,8.42876
01:43.9,,,,,,8.61707,8.93964,8.47484
01:44.0,,,,,,8.61707,8.96268,8.42876
01:44.1,,,,,,8.59403,8.96268,8.49788
01:44.2,,,,,,8.59403,8.89356,8.42876
01:44.3,,,,,,8.64011,8.89356,8.54396
01:44.4,,,,,,8.61707,8.89356,8.47484
01:44.5,,,,,,8.66315,8.98572,8.4518
01:44.6,,,,,,8.64011,8.82443,8.49788
01:44.7,,,,,,8.59403,8.9166,8.40572
01:44.8,,,,,,8.68619,8.93964,8.4518
01:44.9,,,,,,8.57099,9.05484,8.47484
01:45.0,,,,,,8.59403,8.87052,8.42876
01:45.1,,,,,,8.66315,9.0318,8.47484
01:45.2,,,,,,8.66315,8.9166,8.42876
01:45.3,,,,,,8.61707,8.98572,8.4518
01:45.4,,,,,,8.64011,8.9166,8.52092
01:45.5,,,,,,8.61707,8.96268,8.4518
01:45.6,,,,,,8.59403,8.96268,8.52092
01:45.7,,,,,,8.64011,8.93964,8.47484
01:45.8,,,,,,8.54795,9.0318,8.40572
01:45.9,,,,,,8.61707,8.96268,8.42876
01:46.0,,,,,,8.57099,8.93964,8.42876
01:46.1,,,,,,8.66315,8.96268,8.35964
01:46.2,,,,,,8.54795,0.27648,8.40572
01:46.3,,,,,,8.59403,0.03964,8.42876
01:46.4,,,,,,8.59403,0.0242,8.31356
01:46.5,,,,,,8.59403,0.02781,8.42876
01:46.6,,,,,,8.61707,0.02795,8.49788
01:46.7,,,,,,8.68619,,8.40572
01:46.8,,,,,,8.61707,,8.42876
01:46.9,,,,,,8.64011,,8.38268
01:47.0,,,,,,8.59403,,8.47484
01:47.1,,,,,,8.57099,,8.42876
01:47.2,,,,,,8.59403,,8.49788
01:47.3,,,,,,8.59403,,0.01684
01:47.4,,,,,,8.64011,,0
01:47.5,,,,,,8.59403,,0.01177
01:47.6,,,,,,8.61707,,
01:47.7,,,,,,8.64011,,
01:47.8,,,,,,8.59403,,
01:47.9,,,,,,8.61707,,
01:48.0,,,,,,8.57099,,
01:48.1,,,,,,8.61707,,
01:48.2,,,,,,8.66315,,
01:48.3,,,,,,8.68619,,
01:48.4,,,,,,8.57099,,
01:48.5,,,,,,8.66315,,
01:48.6,,,,,,8.59403,,
01:48.7,,,,,,8.64011,,
01:48.8,,,,,,8.61707,,
01:48.9,,,,,,8.64011,,
01:49.0,,,,,,8.57099,,
01:49.1,,,,,,8.64011,,
01:49.2,,,,,,8.61707,,
01:49.3,,,,,,8.59403,,
01:49.4,,,,,,8.66315,,
01:49.5,,,,,,8.66315,,
01:49.6,,,,,,8.61707,,
01:49.7,,,,,,8.68619,,
01:49.8,,,,,,8.64011,,
01:49.9,,,,,,8.59403,,
01:50.0,,,,,,8.64011,,
01:50.1,,,,,,8.61707,,
01:50.2,,,,,,8.66315,,
01:50.3,,,,,,8.64011,,
01:50.4,,,,,,8.59403,,
01:50.5,,,,,,8.64011,,
01:50.6,,,,,,8.59403,,
01:50.7,,,,,,8.64011,,
01:50.8,,,,,,8.61707,,
01:50.9,,,,,,8.66315,,
01:51.0,,,,,,8.68619,,
01:51.1,,,,,,8.66315,,
01:51.2,,,,,,8.59403,,
01:51.3,,,,,,8.61707,,
01:51.4,,,,,,8.61707,,
01:51.5,,,,,,8.64011,,
01:51.6,,,,,,8.64011,,
01:51.7,,,,,,8.59403,,
01:51.8,,,,,,8.64011,,
01:51.9,,,,,,8.61707,,
01:52.0,,,,,,8.64011,,
01:52.1,,,,,,8.64011,,
01:52.2,,,,,,8.68619,,
01:52.3,,,,,,8.64011,,
01:52.4,,,,,,8.61707,,
01:52.5,,,,,,8.57099,,
01:52.6,,,,,,8.68619,,
01:52.7,,,,,,8.59403,,
01:52.8,,,,,,8.59403,,
01:52.9,,,,,,8.64011,,
01:53.0,,,,,,8.54795,,
01:53.1,,,,,,8.59403,,
01:53.2,,,,,,8.64011,,
01:53.3,,,,,,8.64011,,
01:53.4,,,,,,8.61707,,
01:53.5,,,,,,8.66315,,
01:53.6,,,,,,8.70923,,
01:53.7,,,,,,8.64011,,
01:53.8,,,,,,8.59403,,
01:53.9,,,,,,8.45579,,
01:54.0,,,,,,8.59403,,
01:54.1,,,,,,,,
01:54.2,,,,,,,,
01:54.3,,,,,,,,
01:54.4,,,,,,,,
01:54.5,,,,,,,,
01:54.6,,,,,,,,
01:54.7,,,,,,,,
01:54.8,,,,,,,,
01:54.9,,,,,,,,
01:55.0,,,,,,,,
